Date,Total Sleep Hours,First Sleep Start,Last Sleep End,Number of Sessions,Year,Month,Month Name,Day of Week,Day of Month,Week of Year,Bedtime,Wake Time,Sleep Duration (minutes)
2022-08-23,6.164722222222222,2022-08-23 01:50:09+03:00,2022-08-23 01:50:09+03:00,1,2022,8,August,Tuesday,23,34,01:50,01:50,369.8833333333333
2022-08-24,4.026111111111111,2022-08-24 03:58:27+03:00,2022-08-24 03:58:27+03:00,1,2022,8,August,Wednesday,24,34,03:58,03:58,241.56666666666663
2022-08-25,7.083888888888889,2022-08-25 00:55:00+03:00,2022-08-25 00:55:00+03:00,1,2022,8,August,Thursday,25,34,00:55,00:55,425.0333333333333
2022-08-26,5.858055555555556,2022-08-26 02:08:31+03:00,2022-08-26 02:08:31+03:00,1,2022,8,August,Friday,26,34,02:08,02:08,351.48333333333335
2022-08-29,6.2091666666666665,2022-08-29 01:47:27+03:00,2022-08-29 01:47:27+03:00,1,2022,8,August,Monday,29,35,01:47,01:47,372.55
2022-08-30,4.71,2022-08-30 01:47:35+03:00,2022-08-30 01:47:35+03:00,1,2022,8,August,Tuesday,30,35,01:47,01:47,282.6
2022-08-31,6.0925,2022-08-31 01:54:27+03:00,2022-08-31 01:54:27+03:00,1,2022,8,August,Wednesday,31,35,01:54,01:54,365.55
2022-09-01,4.419444444444444,2022-09-01 03:34:50+03:00,2022-09-01 03:34:50+03:00,1,2022,9,September,Thursday,1,35,03:34,03:34,265.16666666666663
2022-09-02,5.215,2022-09-02 02:47:07+03:00,2022-09-02 02:47:07+03:00,1,2022,9,September,Friday,2,35,02:47,02:47,312.9
2022-09-05,4.181666666666667,2022-09-05 02:13:32+03:00,2022-09-05 02:13:32+03:00,1,2022,9,September,Monday,5,36,02:13,02:13,250.9
2022-09-06,5.553055555555556,2022-09-06 02:26:50+03:00,2022-09-06 02:26:50+03:00,1,2022,9,September,Tuesday,6,36,02:26,02:26,333.18333333333334
2022-09-07,6.838333333333334,2022-09-07 00:55:00+03:00,2022-09-07 07:04:21+03:00,2,2022,9,September,Wednesday,7,36,00:55,07:04,410.3
2022-09-08,6.114722222222222,2022-09-08 01:53:07+03:00,2022-09-08 01:53:07+03:00,1,2022,9,September,Thursday,8,36,01:53,01:53,366.8833333333333
2022-09-09,4.851666666666667,2022-09-09 03:08:55+03:00,2022-09-09 03:08:55+03:00,1,2022,9,September,Friday,9,36,03:08,03:08,291.1
2022-09-12,6.460833333333333,2022-09-12 01:55:00+03:00,2022-09-12 01:55:00+03:00,1,2022,9,September,Monday,12,37,01:55,01:55,387.65
2022-09-13,6.978611111111111,2022-09-13 02:01:17+03:00,2022-09-13 02:01:17+03:00,1,2022,9,September,Tuesday,13,37,02:01,02:01,418.7166666666667
2022-09-15,0.5663888888888889,2022-09-15 07:56:03+03:00,2022-09-15 07:56:03+03:00,1,2022,9,September,Thursday,15,37,07:56,07:56,33.983333333333334
2022-09-16,6.810277777777777,2022-09-16 02:11:23+03:00,2022-09-16 02:11:23+03:00,1,2022,9,September,Friday,16,37,02:11,02:11,408.6166666666667
2022-09-19,6.001666666666667,2022-09-19 02:59:55+03:00,2022-09-19 02:59:55+03:00,1,2022,9,September,Monday,19,38,02:59,02:59,360.1
2022-09-20,1.5236111111111112,2022-09-20 05:54:31+03:00,2022-09-20 07:19:00+03:00,2,2022,9,September,Tuesday,20,38,05:54,07:19,91.41666666666667
2022-09-21,6.350555555555555,2022-09-21 00:55:00+03:00,2022-09-21 00:55:00+03:00,1,2022,9,September,Wednesday,21,38,00:55,00:55,381.0333333333333
2022-09-22,6.195,2022-09-22 01:48:18+03:00,2022-09-22 01:48:18+03:00,1,2022,9,September,Thursday,22,38,01:48,01:48,371.70000000000005
2022-09-23,6.404444444444445,2022-09-23 01:35:45+03:00,2022-09-23 01:35:45+03:00,1,2022,9,September,Friday,23,38,01:35,01:35,384.26666666666665
2022-09-26,6.259166666666666,2022-09-26 01:44:28+03:00,2022-09-26 01:44:28+03:00,1,2022,9,September,Monday,26,39,01:44,01:44,375.54999999999995
2022-09-27,6.260277777777778,2022-09-27 01:44:23+03:00,2022-09-27 01:44:23+03:00,1,2022,9,September,Tuesday,27,39,01:44,01:44,375.6166666666667
2022-09-28,1.0319444444444446,2022-09-28 05:01:26+03:00,2022-09-28 06:32:19+03:00,2,2022,9,September,Wednesday,28,39,05:01,06:32,61.91666666666667
2022-09-29,5.809444444444445,2022-09-29 02:11:26+03:00,2022-09-29 02:11:26+03:00,1,2022,9,September,Thursday,29,39,02:11,02:11,348.5666666666667
2022-09-30,7.083333333333333,2022-09-30 00:55:00+03:00,2022-09-30 00:55:00+03:00,1,2022,9,September,Friday,30,39,00:55,00:55,425.0
2022-10-03,6.091944444444445,2022-10-03 00:55:00+03:00,2022-10-03 00:55:00+03:00,1,2022,10,October,Monday,3,40,00:55,00:55,365.51666666666665
2022-10-04,6.360555555555556,2022-10-04 01:38:22+03:00,2022-10-04 01:38:22+03:00,1,2022,10,October,Tuesday,4,40,01:38,01:38,381.6333333333334
2022-10-05,6.864722222222222,2022-10-05 00:55:00+03:00,2022-10-05 07:02:36+03:00,2,2022,10,October,Wednesday,5,40,00:55,07:02,411.8833333333333
2022-10-06,5.785555555555556,2022-10-06 02:12:39+03:00,2022-10-06 07:00:35+03:00,2,2022,10,October,Thursday,6,40,02:12,07:00,347.1333333333333
2022-10-07,1.2016666666666667,2022-10-07 09:20:27+03:00,2022-10-07 11:40:19+03:00,3,2022,10,October,Friday,7,40,09:20,11:40,72.1
2022-10-10,6.595555555555555,2022-10-10 01:24:17+03:00,2022-10-10 01:24:17+03:00,1,2022,10,October,Monday,10,41,01:24,01:24,395.73333333333335
2022-10-11,4.664722222222222,2022-10-11 03:20:08+03:00,2022-10-11 03:20:08+03:00,1,2022,10,October,Tuesday,11,41,03:20,03:20,279.8833333333333
2022-10-12,6.9375,2022-10-12 00:55:00+03:00,2022-10-12 00:55:00+03:00,1,2022,10,October,Wednesday,12,41,00:55,00:55,416.25
2022-10-13,7.016944444444444,2022-10-13 00:55:00+03:00,2022-10-13 07:33:22+03:00,2,2022,10,October,Thursday,13,41,00:55,07:33,421.01666666666665
2022-10-14,4.909166666666667,2022-10-14 02:03:05+03:00,2022-10-14 04:22:37+03:00,4,2022,10,October,Friday,14,41,02:03,04:22,294.55
2022-10-17,5.894166666666667,2022-10-17 02:06:23+03:00,2022-10-17 02:06:23+03:00,1,2022,10,October,Monday,17,42,02:06,02:06,353.65000000000003
2022-10-18,5.641666666666667,2022-10-18 02:05:52+03:00,2022-10-18 07:17:04+03:00,2,2022,10,October,Tuesday,18,42,02:05,07:17,338.5
2022-10-19,6.373055555555555,2022-10-19 01:35:54+03:00,2022-10-19 07:09:54+03:00,3,2022,10,October,Wednesday,19,42,01:35,07:09,382.3833333333333
2022-10-20,6.693333333333333,2022-10-20 00:55:00+03:00,2022-10-20 00:55:00+03:00,1,2022,10,October,Thursday,20,42,00:55,00:55,401.6
2022-10-21,6.436111111111111,2022-10-21 01:33:39+03:00,2022-10-21 03:19:44+03:00,2,2022,10,October,Friday,21,42,01:33,03:19,386.16666666666663
2022-10-24,5.899166666666666,2022-10-24 02:05:04+03:00,2022-10-24 07:04:14+03:00,2,2022,10,October,Monday,24,43,02:05,07:04,353.94999999999993
2022-10-25,5.3999999999999995,2022-10-25 02:23:28+03:00,2022-10-25 07:03:22+03:00,3,2022,10,October,Tuesday,25,43,02:23,07:03,323.99999999999994
2022-10-26,6.946111111111112,2022-10-26 00:55:00+03:00,2022-10-26 07:09:31+03:00,2,2022,10,October,Wednesday,26,43,00:55,07:09,416.7666666666667
2022-10-27,5.543611111111111,2022-10-27 02:27:09+03:00,2022-10-27 07:00:29+03:00,2,2022,10,October,Thursday,27,43,02:27,07:00,332.6166666666667
2022-10-28,5.975833333333333,2022-10-28 01:38:33+03:00,2022-10-28 03:45:26+03:00,3,2022,10,October,Friday,28,43,01:38,03:45,358.55
2022-10-31,7.078611111111111,2022-10-31 00:55:00+03:00,2022-10-31 07:00:35+03:00,3,2022,10,October,Monday,31,44,00:55,07:00,424.71666666666664
2022-11-01,5.769444444444444,2022-11-01 00:55:00+03:00,2022-11-01 05:05:21+03:00,4,2022,11,November,Tuesday,1,44,00:55,05:05,346.16666666666663
2022-11-02,6.919444444444444,2022-11-02 00:55:00+03:00,2022-11-02 07:29:18+03:00,3,2022,11,November,Wednesday,2,44,00:55,07:29,415.16666666666663
2022-11-03,6.8025,2022-11-03 01:11:04+03:00,2022-11-03 07:03:05+03:00,2,2022,11,November,Thursday,3,44,01:11,07:03,408.15000000000003
2022-11-04,5.972222222222221,2022-11-04 01:59:57+03:00,2022-11-04 07:18:44+03:00,2,2022,11,November,Friday,4,44,01:59,07:18,358.33333333333326
2022-11-07,6.158888888888889,2022-11-07 01:50:30+03:00,2022-11-07 01:50:30+03:00,1,2022,11,November,Monday,7,45,01:50,01:50,369.5333333333333
2022-11-08,6.881111111111111,2022-11-08 00:55:00+03:00,2022-11-08 07:13:05+03:00,2,2022,11,November,Tuesday,8,45,00:55,07:13,412.8666666666667
2022-11-09,6.472222222222222,2022-11-09 01:31:40+03:00,2022-11-09 01:31:40+03:00,1,2022,11,November,Wednesday,9,45,01:31,01:31,388.3333333333333
2022-11-10,6.131944444444445,2022-11-10 01:52:07+03:00,2022-11-10 01:52:07+03:00,1,2022,11,November,Thursday,10,45,01:52,01:52,367.9166666666667
2022-11-11,5.805833333333333,2022-11-11 01:21:16+03:00,2022-11-11 03:57:43+03:00,3,2022,11,November,Friday,11,45,01:21,03:57,348.34999999999997
2022-11-14,7.0680555555555555,2022-11-14 00:55:00+03:00,2022-11-14 07:21:10+03:00,2,2022,11,November,Monday,14,46,00:55,07:21,424.0833333333333
2022-11-15,5.383611111111111,2022-11-15 02:36:59+03:00,2022-11-15 02:36:59+03:00,1,2022,11,November,Tuesday,15,46,02:36,02:36,323.01666666666665
2022-11-16,5.663333333333333,2022-11-16 01:57:47+03:00,2022-11-16 03:10:21+03:00,3,2022,11,November,Wednesday,16,46,01:57,03:10,339.8
2022-11-17,4.6925,2022-11-17 02:23:03+03:00,2022-11-17 03:49:00+03:00,2,2022,11,November,Thursday,17,46,02:23,03:49,281.55
2022-11-18,6.064166666666667,2022-11-18 01:56:09+03:00,2022-11-18 01:56:09+03:00,1,2022,11,November,Friday,18,46,01:56,01:56,363.85
2022-11-21,5.829166666666667,2022-11-21 02:10:15+03:00,2022-11-21 02:10:15+03:00,1,2022,11,November,Monday,21,47,02:10,02:10,349.75
2022-11-22,6.496111111111111,2022-11-22 01:30:14+03:00,2022-11-22 01:30:14+03:00,1,2022,11,November,Tuesday,22,47,01:30,01:30,389.7666666666667
2022-11-23,4.992222222222223,2022-11-23 02:23:52+03:00,2022-11-23 07:31:23+03:00,3,2022,11,November,Wednesday,23,47,02:23,07:31,299.53333333333336
2022-11-24,5.9125,2022-11-24 02:02:11+03:00,2022-11-24 02:02:11+03:00,1,2022,11,November,Thursday,24,47,02:02,02:02,354.75
2022-11-28,6.545833333333333,2022-11-28 01:27:15+03:00,2022-11-28 01:27:15+03:00,1,2022,11,November,Monday,28,48,01:27,01:27,392.75
2022-11-29,6.230833333333333,2022-11-29 01:41:27+03:00,2022-11-29 01:41:27+03:00,1,2022,11,November,Tuesday,29,48,01:41,01:41,373.84999999999997
2022-11-30,6.504444444444444,2022-11-30 01:29:44+03:00,2022-11-30 01:29:44+03:00,1,2022,11,November,Wednesday,30,48,01:29,01:29,390.26666666666665
2022-12-01,6.640833333333333,2022-12-01 00:55:00+03:00,2022-12-01 07:27:24+03:00,2,2022,12,December,Thursday,1,48,00:55,07:27,398.45
2022-12-02,5.558333333333334,2022-12-02 02:23:00+03:00,2022-12-02 02:23:00+03:00,1,2022,12,December,Friday,2,48,02:23,02:23,333.5
2022-12-05,7.083888888888889,2022-12-05 00:55:00+03:00,2022-12-05 00:55:00+03:00,1,2022,12,December,Monday,5,49,00:55,00:55,425.0333333333333
2022-12-06,6.145,2022-12-06 01:51:18+03:00,2022-12-06 01:51:18+03:00,1,2022,12,December,Tuesday,6,49,01:51,01:51,368.7
2022-12-07,5.263055555555556,2022-12-07 02:44:13+03:00,2022-12-07 02:44:13+03:00,1,2022,12,December,Wednesday,7,49,02:44,02:44,315.78333333333336
2022-12-08,5.756944444444445,2022-12-08 02:10:16+03:00,2022-12-08 02:10:16+03:00,1,2022,12,December,Thursday,8,49,02:10,02:10,345.4166666666667
2022-12-09,6.488333333333333,2022-12-09 01:27:37+03:00,2022-12-09 01:27:37+03:00,1,2022,12,December,Friday,9,49,01:27,01:27,389.3
2022-12-12,5.513055555555556,2022-12-12 02:29:13+03:00,2022-12-12 02:29:13+03:00,1,2022,12,December,Monday,12,50,02:29,02:29,330.78333333333336
2022-12-13,7.083333333333333,2022-12-13 00:55:00+03:00,2022-12-13 00:55:00+03:00,1,2022,12,December,Tuesday,13,50,00:55,00:55,425.0
2022-12-14,6.552222222222222,2022-12-14 01:26:34+03:00,2022-12-14 01:26:34+03:00,1,2022,12,December,Wednesday,14,50,01:26,01:26,393.1333333333333
2022-12-15,7.020277777777777,2022-12-15 00:55:00+03:00,2022-12-15 00:55:00+03:00,1,2022,12,December,Thursday,15,50,00:55,00:55,421.21666666666664
2022-12-16,3.493888888888889,2022-12-16 02:26:20+03:00,2022-12-16 06:18:06+03:00,6,2022,12,December,Friday,16,50,02:26,06:18,209.63333333333333
2022-12-19,6.698611111111111,2022-12-19 01:18:07+03:00,2022-12-19 01:18:07+03:00,1,2022,12,December,Monday,19,51,01:18,01:18,401.9166666666667
2022-12-20,3.830833333333333,2022-12-20 03:28:51+03:00,2022-12-20 07:01:55+03:00,4,2022,12,December,Tuesday,20,51,03:28,07:01,229.85
2022-12-21,7.046388888888889,2022-12-21 00:55:00+03:00,2022-12-21 07:03:29+03:00,2,2022,12,December,Wednesday,21,51,00:55,07:03,422.78333333333336
2022-12-22,5.288333333333334,2022-12-22 02:42:22+03:00,2022-12-22 07:30:34+03:00,2,2022,12,December,Thursday,22,51,02:42,07:30,317.30000000000007
2022-12-23,5.806666666666667,2022-12-23 02:11:36+03:00,2022-12-23 02:11:36+03:00,1,2022,12,December,Friday,23,51,02:11,02:11,348.4
2022-12-26,6.391666666666667,2022-12-26 01:36:31+03:00,2022-12-26 01:36:31+03:00,1,2022,12,December,Monday,26,52,01:36,01:36,383.5
2022-12-27,5.309722222222223,2022-12-27 02:15:40+03:00,2022-12-27 03:18:04+03:00,3,2022,12,December,Tuesday,27,52,02:15,03:18,318.58333333333337
2022-12-28,7.083333333333333,2022-12-28 00:55:00+03:00,2022-12-28 00:55:00+03:00,1,2022,12,December,Wednesday,28,52,00:55,00:55,425.0
2022-12-29,6.748055555555555,2022-12-29 01:15:07+03:00,2022-12-29 01:15:07+03:00,1,2022,12,December,Thursday,29,52,01:15,01:15,404.8833333333333
2022-12-30,5.5275,2022-12-30 02:08:15+03:00,2022-12-30 02:48:14+03:00,2,2022,12,December,Friday,30,52,02:08,02:48,331.65
2023-01-02,6.1177777777777775,2023-01-02 01:52:56+03:00,2023-01-02 01:52:56+03:00,1,2023,1,January,Monday,2,1,01:52,01:52,367.06666666666666
2023-01-03,6.736666666666666,2023-01-03 00:55:00+03:00,2023-01-03 07:12:02+03:00,2,2023,1,January,Tuesday,3,1,00:55,07:12,404.2
2023-01-04,6.146111111111111,2023-01-04 01:51:14+03:00,2023-01-04 01:51:14+03:00,1,2023,1,January,Wednesday,4,1,01:51,01:51,368.76666666666665
2023-01-05,5.958055555555555,2023-01-05 02:02:31+03:00,2023-01-05 02:02:31+03:00,1,2023,1,January,Thursday,5,1,02:02,02:02,357.4833333333333
2023-01-06,5.853611111111111,2023-01-06 02:08:47+03:00,2023-01-06 02:08:47+03:00,1,2023,1,January,Friday,6,1,02:08,02:08,351.2166666666667
2023-01-09,4.827222222222223,2023-01-09 02:29:02+03:00,2023-01-09 03:27:34+03:00,2,2023,1,January,Monday,9,2,02:29,03:27,289.6333333333334
2023-01-10,4.603888888888889,2023-01-10 02:22:12+03:00,2023-01-10 03:39:28+03:00,2,2023,1,January,Tuesday,10,2,02:22,03:39,276.23333333333335
2023-01-11,3.709722222222222,2023-01-11 04:17:26+03:00,2023-01-11 04:17:26+03:00,1,2023,1,January,Wednesday,11,2,04:17,04:17,222.58333333333331
2023-01-12,4.547777777777778,2023-01-12 03:27:08+03:00,2023-01-12 03:27:08+03:00,1,2023,1,January,Thursday,12,2,03:27,03:27,272.8666666666667
2023-01-13,4.762222222222222,2023-01-13 02:47:37+03:00,2023-01-13 04:22:00+03:00,2,2023,1,January,Friday,13,2,02:47,04:22,285.73333333333335
2023-01-16,4.973333333333334,2023-01-16 03:01:38+03:00,2023-01-16 03:01:38+03:00,1,2023,1,January,Monday,16,3,03:01,03:01,298.40000000000003
2023-01-17,4.004166666666666,2023-01-17 02:23:58+03:00,2023-01-17 05:07:05+03:00,2,2023,1,January,Tuesday,17,3,02:23,05:07,240.25
2023-01-18,4.959444444444445,2023-01-18 01:59:05+03:00,2023-01-18 03:58:29+03:00,3,2023,1,January,Wednesday,18,3,01:59,03:58,297.5666666666667
2023-01-19,4.357222222222222,2023-01-19 02:00:04+03:00,2023-01-19 04:41:14+03:00,3,2023,1,January,Thursday,19,3,02:00,04:41,261.43333333333334
2023-01-20,5.996944444444445,2023-01-20 01:57:19+03:00,2023-01-20 04:24:30+03:00,2,2023,1,January,Friday,20,3,01:57,04:24,359.8166666666667
2023-01-23,5.8374999999999995,2023-01-23 01:01:44+03:00,2023-01-23 07:32:14+03:00,2,2023,1,January,Monday,23,4,01:01,07:32,350.24999999999994
2023-01-24,5.5744444444444445,2023-01-24 02:23:56+03:00,2023-01-24 03:04:11+03:00,2,2023,1,January,Tuesday,24,4,02:23,03:04,334.4666666666667
2023-01-25,5.099166666666667,2023-01-25 02:00:22+03:00,2023-01-25 04:37:39+03:00,2,2023,1,January,Wednesday,25,4,02:00,04:37,305.95000000000005
2023-01-26,4.123888888888889,2023-01-26 02:59:54+03:00,2023-01-26 04:43:02+03:00,2,2023,1,January,Thursday,26,4,02:59,04:43,247.43333333333334
2023-01-27,6.53,2023-01-27 01:28:14+03:00,2023-01-27 01:28:14+03:00,1,2023,1,January,Friday,27,4,01:28,01:28,391.8
2023-01-30,6.4725,2023-01-30 01:20:31+03:00,2023-01-30 03:50:43+03:00,2,2023,1,January,Monday,30,5,01:20,03:50,388.35
2023-01-31,6.030833333333334,2023-01-31 01:58:09+03:00,2023-01-31 01:58:09+03:00,1,2023,1,January,Tuesday,31,5,01:58,01:58,361.85
2023-02-01,5.4222222222222225,2023-02-01 02:34:40+03:00,2023-02-01 02:34:40+03:00,1,2023,2,February,Wednesday,1,5,02:34,02:34,325.33333333333337
2023-02-02,4.420277777777778,2023-02-02 03:34:48+03:00,2023-02-02 03:34:48+03:00,1,2023,2,February,Thursday,2,5,03:34,03:34,265.21666666666664
2023-02-03,5.091944444444445,2023-02-03 02:54:29+03:00,2023-02-03 02:54:29+03:00,1,2023,2,February,Friday,3,5,02:54,02:54,305.51666666666665
2023-02-06,5.611111111111111,2023-02-06 01:27:24+03:00,2023-02-06 01:27:24+03:00,1,2023,2,February,Monday,6,6,01:27,01:27,336.66666666666663
2023-02-07,5.724166666666667,2023-02-07 02:16:33+03:00,2023-02-07 02:16:33+03:00,1,2023,2,February,Tuesday,7,6,02:16,02:16,343.45000000000005
2023-02-08,5.1725,2023-02-08 02:49:40+03:00,2023-02-08 02:49:40+03:00,1,2023,2,February,Wednesday,8,6,02:49,02:49,310.35
2023-02-09,4.614444444444445,2023-02-09 03:23:08+03:00,2023-02-09 03:23:08+03:00,1,2023,2,February,Thursday,9,6,03:23,03:23,276.8666666666667
2023-02-10,5.8677777777777775,2023-02-10 02:07:56+03:00,2023-02-10 02:07:56+03:00,1,2023,2,February,Friday,10,6,02:07,02:07,352.06666666666666
2023-02-13,6.857777777777778,2023-02-13 01:08:34+03:00,2023-02-13 01:08:34+03:00,1,2023,2,February,Monday,13,7,01:08,01:08,411.46666666666664
2023-02-14,4.564722222222223,2023-02-14 02:12:48+03:00,2023-02-14 03:58:20+03:00,3,2023,2,February,Tuesday,14,7,02:12,03:58,273.8833333333333
2023-02-15,7.04111111111111,2023-02-15 00:55:00+03:00,2023-02-15 06:13:48+03:00,2,2023,2,February,Wednesday,15,7,00:55,06:13,422.46666666666664
2023-02-16,6.603611111111111,2023-02-16 01:23:47+03:00,2023-02-16 01:23:47+03:00,1,2023,2,February,Thursday,16,7,01:23,01:23,396.2166666666667
2023-02-17,6.171666666666667,2023-02-17 01:48:03+03:00,2023-02-17 03:07:23+03:00,2,2023,2,February,Friday,17,7,01:48,03:07,370.3
2023-02-20,6.5905555555555555,2023-02-20 01:24:36+03:00,2023-02-20 01:24:36+03:00,1,2023,2,February,Monday,20,8,01:24,01:24,395.43333333333334
2023-02-21,6.5441666666666665,2023-02-21 01:27:21+03:00,2023-02-21 01:27:21+03:00,1,2023,2,February,Tuesday,21,8,01:27,01:27,392.65
2023-02-22,4.8005555555555555,2023-02-22 03:11:58+03:00,2023-02-22 03:11:58+03:00,1,2023,2,February,Wednesday,22,8,03:11,03:11,288.0333333333333
2023-02-23,7.083333333333333,2023-02-23 00:55:00+03:00,2023-02-23 00:55:00+03:00,1,2023,2,February,Thursday,23,8,00:55,00:55,425.0
2023-02-24,6.772777777777778,2023-02-24 01:13:38+03:00,2023-02-24 01:13:38+03:00,1,2023,2,February,Friday,24,8,01:13,01:13,406.3666666666667
2023-02-27,6.131388888888889,2023-02-27 01:07:45+03:00,2023-02-27 06:29:25+03:00,2,2023,2,February,Monday,27,9,01:07,06:29,367.8833333333333
2023-02-28,7.048611111111111,2023-02-28 00:57:08+03:00,2023-02-28 00:57:08+03:00,1,2023,2,February,Tuesday,28,9,00:57,00:57,422.91666666666663
2023-03-01,6.636388888888889,2023-03-01 01:21:49+03:00,2023-03-01 01:21:49+03:00,1,2023,3,March,Wednesday,1,9,01:21,01:21,398.18333333333334
2023-03-02,6.5808333333333335,2023-03-02 01:25:10+03:00,2023-03-02 01:25:10+03:00,1,2023,3,March,Thursday,2,9,01:25,01:25,394.85
2023-03-03,6.985555555555556,2023-03-03 01:00:52+03:00,2023-03-03 01:00:52+03:00,1,2023,3,March,Friday,3,9,01:00,01:00,419.1333333333334
2023-03-06,6.025555555555556,2023-03-06 01:58:30+03:00,2023-03-06 01:58:30+03:00,1,2023,3,March,Monday,6,10,01:58,01:58,361.53333333333336
2023-03-07,5.471388888888889,2023-03-07 02:15:28+03:00,2023-03-07 03:32:28+03:00,3,2023,3,March,Tuesday,7,10,02:15,03:32,328.2833333333333
2023-03-08,6.473333333333334,2023-03-08 01:31:36+03:00,2023-03-08 01:31:36+03:00,1,2023,3,March,Wednesday,8,10,01:31,01:31,388.40000000000003
2023-03-09,6.978611111111111,2023-03-09 00:56:48+03:00,2023-03-09 00:56:48+03:00,1,2023,3,March,Thursday,9,10,00:56,00:56,418.7166666666667
2023-03-10,5.862222222222222,2023-03-10 01:56:11+03:00,2023-03-10 03:37:06+03:00,3,2023,3,March,Friday,10,10,01:56,03:37,351.73333333333335
2023-03-13,7.083333333333333,2023-03-13 00:55:00+03:00,2023-03-13 00:55:00+03:00,1,2023,3,March,Monday,13,11,00:55,00:55,425.0
2023-03-14,6.848611111111111,2023-03-14 01:09:05+03:00,2023-03-14 01:09:05+03:00,1,2023,3,March,Tuesday,14,11,01:09,01:09,410.9166666666667
2023-03-15,6.746111111111111,2023-03-15 01:15:14+03:00,2023-03-15 01:15:14+03:00,1,2023,3,March,Wednesday,15,11,01:15,01:15,404.7666666666667
2023-03-16,5.907777777777778,2023-03-16 01:57:32+03:00,2023-03-16 02:34:32+03:00,2,2023,3,March,Thursday,16,11,01:57,02:34,354.46666666666664
2023-03-17,7.049166666666666,2023-03-17 00:57:03+03:00,2023-03-17 00:57:03+03:00,1,2023,3,March,Friday,17,11,00:57,00:57,422.95
2023-03-20,6.5825,2023-03-20 01:25:03+03:00,2023-03-20 01:25:03+03:00,1,2023,3,March,Monday,20,12,01:25,01:25,394.95
2023-03-21,7.032777777777778,2023-03-21 00:56:04+03:00,2023-03-21 03:16:38+03:00,2,2023,3,March,Tuesday,21,12,00:56,03:16,421.96666666666664
2023-03-22,1.2419444444444445,2023-03-22 02:06:10+03:00,2023-03-22 02:06:10+03:00,1,2023,3,March,Wednesday,22,12,02:06,02:06,74.51666666666667
2023-03-23,7.040277777777778,2023-03-23 00:57:35+03:00,2023-03-23 00:57:35+03:00,1,2023,3,March,Thursday,23,12,00:57,00:57,422.4166666666667
2023-03-24,6.979444444444445,2023-03-24 01:01:14+03:00,2023-03-24 01:01:14+03:00,1,2023,3,March,Friday,24,12,01:01,01:01,418.7666666666667
2023-03-27,5.889444444444444,2023-03-27 02:06:38+03:00,2023-03-27 02:06:38+03:00,1,2023,3,March,Monday,27,13,02:06,02:06,353.3666666666666
2023-03-28,6.854722222222222,2023-03-28 00:55:00+03:00,2023-03-28 07:44:26+03:00,2,2023,3,March,Tuesday,28,13,00:55,07:44,411.2833333333333
2023-03-29,5.1675,2023-03-29 02:49:57+03:00,2023-03-29 02:49:57+03:00,1,2023,3,March,Wednesday,29,13,02:49,02:49,310.05
2023-03-30,7.083333333333333,2023-03-30 00:55:00+03:00,2023-03-30 00:55:00+03:00,1,2023,3,March,Thursday,30,13,00:55,00:55,425.0
2023-03-31,6.2275,2023-03-31 01:46:21+03:00,2023-03-31 01:46:21+03:00,1,2023,3,March,Friday,31,13,01:46,01:46,373.65
2023-04-03,6.628611111111111,2023-04-03 01:22:17+03:00,2023-04-03 01:22:17+03:00,1,2023,4,April,Monday,3,14,01:22,01:22,397.71666666666664
2023-04-04,7.083333333333333,2023-04-04 00:55:00+03:00,2023-04-04 00:55:00+03:00,1,2023,4,April,Tuesday,4,14,00:55,00:55,425.0
2023-04-05,6.5938888888888885,2023-04-05 00:55:00+03:00,2023-04-05 00:55:00+03:00,1,2023,4,April,Wednesday,5,14,00:55,00:55,395.6333333333333
2023-04-06,6.1625,2023-04-06 01:50:15+03:00,2023-04-06 01:50:15+03:00,1,2023,4,April,Thursday,6,14,01:50,01:50,369.75
2023-04-07,6.482777777777778,2023-04-07 01:31:02+03:00,2023-04-07 01:31:02+03:00,1,2023,4,April,Friday,7,14,01:31,01:31,388.96666666666664
2023-04-10,6.7525,2023-04-10 01:14:51+03:00,2023-04-10 01:14:51+03:00,1,2023,4,April,Monday,10,15,01:14,01:14,405.15000000000003
2023-04-11,6.003055555555555,2023-04-11 01:59:49+03:00,2023-04-11 01:59:49+03:00,1,2023,4,April,Tuesday,11,15,01:59,01:59,360.1833333333333
2023-04-12,6.408333333333333,2023-04-12 01:35:30+03:00,2023-04-12 01:35:30+03:00,1,2023,4,April,Wednesday,12,15,01:35,01:35,384.5
2023-04-13,7.083333333333333,2023-04-13 00:55:00+03:00,2023-04-13 00:55:00+03:00,1,2023,4,April,Thursday,13,15,00:55,00:55,425.0
2023-04-14,6.802777777777778,2023-04-14 01:11:50+03:00,2023-04-14 01:11:50+03:00,1,2023,4,April,Friday,14,15,01:11,01:11,408.1666666666667
2023-04-17,6.1475,2023-04-17 01:51:11+03:00,2023-04-17 01:51:11+03:00,1,2023,4,April,Monday,17,16,01:51,01:51,368.85
2023-04-18,5.700555555555556,2023-04-18 02:17:58+03:00,2023-04-18 02:17:58+03:00,1,2023,4,April,Tuesday,18,16,02:17,02:17,342.03333333333336
2023-04-19,5.645833333333333,2023-04-19 02:21:05+03:00,2023-04-19 07:32:20+03:00,2,2023,4,April,Wednesday,19,16,02:21,07:32,338.75
