Date,Total Sleep Hours,First Sleep Start,Last Sleep End,Number of Sessions,Year,Month,Month Name,Day of Week,Day of Month,Week of Year,Bedtime,Wake Time,Sleep Duration (minutes)
2023-12-15,6.932777777777778,2023-12-15 00:55:00+03:00,2023-12-15 00:55:00+03:00,1,2023,12,December,Friday,15,50,00:55,00:55,415.9666666666667
2023-12-18,5.848333333333334,2023-12-18 02:09:06+03:00,2023-12-18 02:09:06+03:00,1,2023,12,December,Monday,18,51,02:09,02:09,350.90000000000003
2023-12-19,5.5713888888888885,2023-12-19 02:25:44+03:00,2023-12-19 02:25:44+03:00,1,2023,12,December,Tuesday,19,51,02:25,02:25,334.2833333333333
2023-12-20,5.584444444444444,2023-12-20 02:16:28+03:00,2023-12-20 02:40:18+03:00,2,2023,12,December,Wednesday,20,51,02:16,02:40,335.06666666666666
2023-12-21,5.38,2023-12-21 02:15:49+03:00,2023-12-21 03:10:49+03:00,3,2023,12,December,Thursday,21,51,02:15,03:10,322.8
2023-12-22,5.575277777777778,2023-12-22 02:25:29+03:00,2023-12-22 02:25:29+03:00,1,2023,12,December,Friday,22,51,02:25,02:25,334.51666666666665
2023-12-25,5.13,2023-12-25 02:12:18+03:00,2023-12-25 03:09:39+03:00,2,2023,12,December,Monday,25,52,02:12,03:09,307.8
2023-12-26,6.630833333333333,2023-12-26 01:22:09+03:00,2023-12-26 01:22:09+03:00,1,2023,12,December,Tuesday,26,52,01:22,01:22,397.85
2023-12-27,6.006944444444445,2023-12-27 01:36:17+03:00,2023-12-27 03:07:50+03:00,2,2023,12,December,Wednesday,27,52,01:36,03:07,360.4166666666667
2023-12-28,5.754166666666667,2023-12-28 02:10:19+03:00,2023-12-28 02:53:44+03:00,2,2023,12,December,Thursday,28,52,02:10,02:53,345.25000000000006
2023-12-29,5.787222222222222,2023-12-29 02:12:46+03:00,2023-12-29 02:12:46+03:00,1,2023,12,December,Friday,29,52,02:12,02:12,347.2333333333333
2024-01-01,5.3875,2024-01-01 02:36:47+03:00,2024-01-01 02:36:47+03:00,1,2024,1,January,Monday,1,1,02:36,02:36,323.25
2024-01-02,2.285,2024-01-02 01:50:33+03:00,2024-01-02 06:08:45+03:00,4,2024,1,January,Tuesday,2,1,01:50,06:08,137.10000000000002
2024-01-03,6.210277777777778,2024-01-03 01:46:03+03:00,2024-01-03 04:03:04+03:00,2,2024,1,January,Wednesday,3,1,01:46,04:03,372.6166666666667
2024-01-04,5.9,2024-01-04 02:06:00+03:00,2024-01-04 02:06:00+03:00,1,2024,1,January,Thursday,4,1,02:06,02:06,354.0
2024-01-05,5.2091666666666665,2024-01-05 02:17:50+03:00,2024-01-05 03:03:31+03:00,2,2024,1,January,Friday,5,1,02:17,03:03,312.55
2024-01-08,6.92,2024-01-08 00:55:00+03:00,2024-01-08 00:55:00+03:00,1,2024,1,January,Monday,8,2,00:55,00:55,415.2
2024-01-09,5.7316666666666665,2024-01-09 02:16:06+03:00,2024-01-09 02:16:06+03:00,1,2024,1,January,Tuesday,9,2,02:16,02:16,343.9
2024-01-10,5.973888888888889,2024-01-10 02:01:34+03:00,2024-01-10 02:01:34+03:00,1,2024,1,January,Wednesday,10,2,02:01,02:01,358.43333333333334
2024-01-11,6.075,2024-01-11 01:55:30+03:00,2024-01-11 01:55:30+03:00,1,2024,1,January,Thursday,11,2,01:55,01:55,364.5
2024-01-12,5.296666666666667,2024-01-12 02:05:42+03:00,2024-01-12 03:12:15+03:00,2,2024,1,January,Friday,12,2,02:05,03:12,317.8
2024-01-15,5.226666666666667,2024-01-15 02:46:25+03:00,2024-01-15 02:46:25+03:00,1,2024,1,January,Monday,15,3,02:46,02:46,313.6
2024-01-16,6.113055555555556,2024-01-16 01:53:12+03:00,2024-01-16 03:36:01+03:00,2,2024,1,January,Tuesday,16,3,01:53,03:36,366.78333333333336
2024-01-17,5.960833333333333,2024-01-17 02:02:21+03:00,2024-01-17 02:02:21+03:00,1,2024,1,January,Wednesday,17,3,02:02,02:02,357.65
2024-01-18,5.155555555555555,2024-01-18 02:20:22+03:00,2024-01-18 03:58:45+03:00,3,2024,1,January,Thursday,18,3,02:20,03:58,309.3333333333333
2024-01-19,5.839722222222222,2024-01-19 02:09:37+03:00,2024-01-19 02:09:37+03:00,1,2024,1,January,Friday,19,3,02:09,02:09,350.3833333333333
2024-01-22,5.52,2024-01-22 01:56:32+03:00,2024-01-22 07:09:15+03:00,2,2024,1,January,Monday,22,4,01:56,07:09,331.2
2024-01-23,5.908888888888889,2024-01-23 02:05:28+03:00,2024-01-23 02:05:28+03:00,1,2024,1,January,Tuesday,23,4,02:05,02:05,354.5333333333333
2024-01-24,5.849166666666667,2024-01-24 02:09:03+03:00,2024-01-24 02:09:03+03:00,1,2024,1,January,Wednesday,24,4,02:09,02:09,350.95000000000005
2024-01-25,7.083333333333333,2024-01-25 00:55:00+03:00,2024-01-25 00:55:00+03:00,1,2024,1,January,Thursday,25,4,00:55,00:55,425.0
2024-01-26,6.126388888888889,2024-01-26 01:52:25+03:00,2024-01-26 01:52:25+03:00,1,2024,1,January,Friday,26,4,01:52,01:52,367.58333333333337
2024-01-29,6.826388888888889,2024-01-29 01:07:03+03:00,2024-01-29 02:25:48+03:00,2,2024,1,January,Monday,29,5,01:07,02:25,409.58333333333337
2024-01-30,5.122222222222222,2024-01-30 02:52:40+03:00,2024-01-30 02:52:40+03:00,1,2024,1,January,Tuesday,30,5,02:52,02:52,307.3333333333333
2024-01-31,6.429722222222222,2024-01-31 01:34:15+03:00,2024-01-31 01:34:15+03:00,1,2024,1,January,Wednesday,31,5,01:34,01:34,385.7833333333333
2024-02-01,5.3838888888888885,2024-02-01 02:36:58+03:00,2024-02-01 02:36:58+03:00,1,2024,2,February,Thursday,1,5,02:36,02:36,323.0333333333333
2024-02-02,5.448333333333333,2024-02-02 02:33:06+03:00,2024-02-02 02:33:06+03:00,1,2024,2,February,Friday,2,5,02:33,02:33,326.9
2024-02-05,6.497777777777777,2024-02-05 01:30:10+03:00,2024-02-05 01:30:10+03:00,1,2024,2,February,Monday,5,6,01:30,01:30,389.8666666666667
2024-02-06,6.216388888888889,2024-02-06 01:42:23+03:00,2024-02-06 03:09:29+03:00,2,2024,2,February,Tuesday,6,6,01:42,03:09,372.98333333333335
2024-02-07,5.183611111111111,2024-02-07 02:48:59+03:00,2024-02-07 02:48:59+03:00,1,2024,2,February,Wednesday,7,6,02:48,02:48,311.0166666666667
2024-02-08,5.094444444444444,2024-02-08 02:05:14+03:00,2024-02-08 03:53:15+03:00,3,2024,2,February,Thursday,8,6,02:05,03:53,305.66666666666663
2024-02-09,2.236944444444444,2024-02-09 04:46:23+03:00,2024-02-09 07:37:25+03:00,3,2024,2,February,Friday,9,6,04:46,07:37,134.21666666666664
2024-02-12,5.769444444444444,2024-02-12 01:34:13+03:00,2024-02-12 06:02:22+03:00,5,2024,2,February,Monday,12,7,01:34,06:02,346.16666666666663
2024-02-13,6.648611111111111,2024-02-13 01:21:05+03:00,2024-02-13 01:21:05+03:00,1,2024,2,February,Tuesday,13,7,01:21,01:21,398.9166666666667
2024-02-14,5.869722222222222,2024-02-14 02:00:35+03:00,2024-02-14 02:49:39+03:00,2,2024,2,February,Wednesday,14,7,02:00,02:49,352.18333333333334
2024-02-15,7.083333333333333,2024-02-15 00:55:00+03:00,2024-02-15 00:55:00+03:00,1,2024,2,February,Thursday,15,7,00:55,00:55,425.0
2024-02-16,6.000555555555556,2024-02-16 01:59:58+03:00,2024-02-16 01:59:58+03:00,1,2024,2,February,Friday,16,7,01:59,01:59,360.03333333333336
2024-02-19,6.205555555555556,2024-02-19 01:47:41+03:00,2024-02-19 01:47:41+03:00,1,2024,2,February,Monday,19,8,01:47,01:47,372.33333333333337
2024-02-20,7.083333333333333,2024-02-20 00:55:00+03:00,2024-02-20 00:55:00+03:00,1,2024,2,February,Tuesday,20,8,00:55,00:55,425.0
2024-02-21,5.924166666666666,2024-02-21 02:04:34+03:00,2024-02-21 02:04:34+03:00,1,2024,2,February,Wednesday,21,8,02:04,02:04,355.45
2024-02-22,6.781666666666666,2024-02-22 01:13:06+03:00,2024-02-22 01:13:06+03:00,1,2024,2,February,Thursday,22,8,01:13,01:13,406.9
2024-02-23,6.4275,2024-02-23 01:34:21+03:00,2024-02-23 01:34:21+03:00,1,2024,2,February,Friday,23,8,01:34,01:34,385.65000000000003
2024-02-26,7.024444444444445,2024-02-26 00:57:53+03:00,2024-02-26 02:49:59+03:00,2,2024,2,February,Monday,26,9,00:57,02:49,421.4666666666667
2024-02-27,7.083333333333333,2024-02-27 00:55:00+03:00,2024-02-27 00:55:00+03:00,1,2024,2,February,Tuesday,27,9,00:55,00:55,425.0
2024-02-28,6.924722222222222,2024-02-28 00:55:00+03:00,2024-02-28 00:55:00+03:00,1,2024,2,February,Wednesday,28,9,00:55,00:55,415.48333333333335
2024-02-29,5.888055555555556,2024-02-29 02:06:43+03:00,2024-02-29 02:06:43+03:00,1,2024,2,February,Thursday,29,9,02:06,02:06,353.28333333333336
2024-03-01,6.6561111111111115,2024-03-01 01:20:39+03:00,2024-03-01 01:20:39+03:00,1,2024,3,March,Friday,1,9,01:20,01:20,399.3666666666667
2024-03-04,6.857222222222222,2024-03-04 01:08:36+03:00,2024-03-04 01:08:36+03:00,1,2024,3,March,Monday,4,10,01:08,01:08,411.43333333333334
2024-03-05,5.786388888888889,2024-03-05 02:12:49+03:00,2024-03-05 02:12:49+03:00,1,2024,3,March,Tuesday,5,10,02:12,02:12,347.18333333333334
2024-03-06,6.8758333333333335,2024-03-06 01:07:28+03:00,2024-03-06 01:07:28+03:00,1,2024,3,March,Wednesday,6,10,01:07,01:07,412.55
2024-03-07,5.4525,2024-03-07 02:03:27+03:00,2024-03-07 07:08:54+03:00,3,2024,3,March,Thursday,7,10,02:03,07:08,327.15
2024-03-08,7.0488888888888885,2024-03-08 00:55:00+03:00,2024-03-08 00:55:00+03:00,1,2024,3,March,Friday,8,10,00:55,00:55,422.93333333333334
2024-03-11,7.083333333333333,2024-03-11 00:55:00+03:00,2024-03-11 00:55:00+03:00,1,2024,3,March,Monday,11,11,00:55,00:55,425.0
2024-03-12,5.894722222222223,2024-03-12 02:06:19+03:00,2024-03-12 02:06:19+03:00,1,2024,3,March,Tuesday,12,11,02:06,02:06,353.68333333333334
2024-03-13,6.258055555555556,2024-03-13 01:44:31+03:00,2024-03-13 01:44:31+03:00,1,2024,3,March,Wednesday,13,11,01:44,01:44,375.48333333333335
2024-03-14,7.083333333333333,2024-03-14 00:55:00+03:00,2024-03-14 00:55:00+03:00,1,2024,3,March,Thursday,14,11,00:55,00:55,425.0
2024-03-15,7.083611111111111,2024-03-15 00:55:00+03:00,2024-03-15 00:55:00+03:00,1,2024,3,March,Friday,15,11,00:55,00:55,425.01666666666665
2024-03-18,6.95,2024-03-18 01:03:00+03:00,2024-03-18 01:03:00+03:00,1,2024,3,March,Monday,18,12,01:03,01:03,417.0
2024-03-19,7.075277777777778,2024-03-19 00:55:29+03:00,2024-03-19 00:55:29+03:00,1,2024,3,March,Tuesday,19,12,00:55,00:55,424.51666666666665
2024-03-20,6.504166666666666,2024-03-20 01:29:45+03:00,2024-03-20 01:29:45+03:00,1,2024,3,March,Wednesday,20,12,01:29,01:29,390.25
2024-03-21,5.651111111111111,2024-03-21 02:20:56+03:00,2024-03-21 02:20:56+03:00,1,2024,3,March,Thursday,21,12,02:20,02:20,339.06666666666666
2024-03-22,6.382777777777778,2024-03-22 01:37:02+03:00,2024-03-22 01:37:02+03:00,1,2024,3,March,Friday,22,12,01:37,01:37,382.9666666666667
2024-03-25,6.030277777777778,2024-03-25 01:58:11+03:00,2024-03-25 01:58:11+03:00,1,2024,3,March,Monday,25,13,01:58,01:58,361.81666666666666
2024-03-26,6.080277777777778,2024-03-26 01:55:11+03:00,2024-03-26 01:55:11+03:00,1,2024,3,March,Tuesday,26,13,01:55,01:55,364.81666666666666
2024-03-27,5.435833333333333,2024-03-27 02:33:51+03:00,2024-03-27 02:33:51+03:00,1,2024,3,March,Wednesday,27,13,02:33,02:33,326.15
2024-03-28,5.439722222222223,2024-03-28 01:57:05+03:00,2024-03-28 03:11:53+03:00,3,2024,3,March,Thursday,28,13,01:57,03:11,326.3833333333333
2024-03-29,6.522222222222222,2024-03-29 01:28:40+03:00,2024-03-29 01:28:40+03:00,1,2024,3,March,Friday,29,13,01:28,01:28,391.3333333333333
2024-04-01,7.083888888888889,2024-04-01 00:55:00+03:00,2024-04-01 00:55:00+03:00,1,2024,4,April,Monday,1,14,00:55,00:55,425.0333333333333
2024-04-02,7.019444444444445,2024-04-02 00:58:12+03:00,2024-04-02 07:28:57+03:00,2,2024,4,April,Tuesday,2,14,00:58,07:28,421.1666666666667
2024-04-03,7.083333333333333,2024-04-03 00:55:00+03:00,2024-04-03 00:55:00+03:00,1,2024,4,April,Wednesday,3,14,00:55,00:55,425.0
2024-04-04,6.92,2024-04-04 01:04:49+03:00,2024-04-04 01:04:49+03:00,1,2024,4,April,Thursday,4,14,01:04,01:04,415.2
2024-04-05,6.547777777777778,2024-04-05 01:27:08+03:00,2024-04-05 01:27:08+03:00,1,2024,4,April,Friday,5,14,01:27,01:27,392.8666666666667
2024-04-08,6.665555555555556,2024-04-08 01:20:06+03:00,2024-04-08 01:20:06+03:00,1,2024,4,April,Monday,8,15,01:20,01:20,399.93333333333334
2024-04-09,7.083333333333333,2024-04-09 00:55:00+03:00,2024-04-09 00:55:00+03:00,1,2024,4,April,Tuesday,9,15,00:55,00:55,425.0
2024-04-10,6.880833333333333,2024-04-10 00:55:00+03:00,2024-04-10 02:45:40+03:00,2,2024,4,April,Wednesday,10,15,00:55,02:45,412.85
2024-04-11,6.416111111111111,2024-04-11 01:35:03+03:00,2024-04-11 01:35:03+03:00,1,2024,4,April,Thursday,11,15,01:35,01:35,384.9666666666667
2024-04-12,5.38,2024-04-12 02:37:12+03:00,2024-04-12 02:37:12+03:00,1,2024,4,April,Friday,12,15,02:37,02:37,322.8
2024-04-15,7.083888888888889,2024-04-15 00:55:00+03:00,2024-04-15 00:55:00+03:00,1,2024,4,April,Monday,15,16,00:55,00:55,425.0333333333333
2024-04-16,6.7572222222222225,2024-04-16 01:14:34+03:00,2024-04-16 01:14:34+03:00,1,2024,4,April,Tuesday,16,16,01:14,01:14,405.43333333333334
2024-04-17,7.083333333333333,2024-04-17 00:55:00+03:00,2024-04-17 00:55:00+03:00,1,2024,4,April,Wednesday,17,16,00:55,00:55,425.0
2024-04-18,6.881388888888889,2024-04-18 01:07:07+03:00,2024-04-18 01:07:07+03:00,1,2024,4,April,Thursday,18,16,01:07,01:07,412.8833333333333
2024-04-19,5.265000000000001,2024-04-19 02:06:44+03:00,2024-04-19 03:58:12+03:00,4,2024,4,April,Friday,19,16,02:06,03:58,315.90000000000003
2024-04-22,7.083333333333333,2024-04-22 00:55:00+03:00,2024-04-22 00:55:00+03:00,1,2024,4,April,Monday,22,17,00:55,00:55,425.0
2024-04-23,4.763888888888889,2024-04-23 03:14:10+03:00,2024-04-23 03:14:10+03:00,1,2024,4,April,Tuesday,23,17,03:14,03:14,285.83333333333337
2024-04-24,6.765555555555555,2024-04-24 01:14:04+03:00,2024-04-24 01:14:04+03:00,1,2024,4,April,Wednesday,24,17,01:14,01:14,405.93333333333334
2024-04-25,6.501111111111111,2024-04-25 01:29:56+03:00,2024-04-25 01:29:56+03:00,1,2024,4,April,Thursday,25,17,01:29,01:29,390.06666666666666
2024-04-26,5.9911111111111115,2024-04-26 02:00:32+03:00,2024-04-26 02:00:32+03:00,1,2024,4,April,Friday,26,17,02:00,02:00,359.4666666666667
2024-04-29,7.040277777777778,2024-04-29 00:57:35+03:00,2024-04-29 00:57:35+03:00,1,2024,4,April,Monday,29,18,00:57,00:57,422.4166666666667
2024-04-30,6.602222222222222,2024-04-30 01:23:53+03:00,2024-04-30 01:23:53+03:00,1,2024,4,April,Tuesday,30,18,01:23,01:23,396.1333333333333
2024-05-01,6.059722222222222,2024-05-01 01:56:25+03:00,2024-05-01 01:56:25+03:00,1,2024,5,May,Wednesday,1,18,01:56,01:56,363.5833333333333
2024-05-02,6.104444444444445,2024-05-02 01:53:44+03:00,2024-05-02 01:53:44+03:00,1,2024,5,May,Thursday,2,18,01:53,01:53,366.2666666666667
2024-05-03,6.1322222222222225,2024-05-03 01:52:06+03:00,2024-05-03 01:52:06+03:00,1,2024,5,May,Friday,3,18,01:52,01:52,367.93333333333334
2024-05-06,5.293611111111111,2024-05-06 02:23:33+03:00,2024-05-06 04:35:47+03:00,4,2024,5,May,Monday,6,19,02:23,04:35,317.6166666666667
2024-05-07,5.9255555555555555,2024-05-07 02:04:28+03:00,2024-05-07 02:04:28+03:00,1,2024,5,May,Tuesday,7,19,02:04,02:04,355.5333333333333
2024-05-08,6.3661111111111115,2024-05-08 01:38:02+03:00,2024-05-08 01:38:02+03:00,1,2024,5,May,Wednesday,8,19,01:38,01:38,381.9666666666667
2024-05-09,7.083333333333333,2024-05-09 00:55:00+03:00,2024-05-09 00:55:00+03:00,1,2024,5,May,Thursday,9,19,00:55,00:55,425.0
2024-05-10,3.7086111111111113,2024-05-10 02:14:56+03:00,2024-05-10 04:36:06+03:00,2,2024,5,May,Friday,10,19,02:14,04:36,222.51666666666668
2024-05-13,6.3875,2024-05-13 01:07:29+03:00,2024-05-13 01:07:29+03:00,1,2024,5,May,Monday,13,20,01:07,01:07,383.25
2024-05-14,5.565277777777778,2024-05-14 02:26:05+03:00,2024-05-14 02:26:05+03:00,1,2024,5,May,Tuesday,14,20,02:26,02:26,333.9166666666667
2024-05-15,6.633611111111111,2024-05-15 01:21:59+03:00,2024-05-15 01:21:59+03:00,1,2024,5,May,Wednesday,15,20,01:21,01:21,398.01666666666665
2024-05-16,6.287222222222222,2024-05-16 01:42:18+03:00,2024-05-16 03:02:28+03:00,2,2024,5,May,Thursday,16,20,01:42,03:02,377.2333333333333
2024-05-17,4.923333333333333,2024-05-17 02:24:43+03:00,2024-05-17 04:13:02+03:00,4,2024,5,May,Friday,17,20,02:24,04:13,295.4
2024-05-20,6.701388888888889,2024-05-20 01:17:56+03:00,2024-05-20 01:17:56+03:00,1,2024,5,May,Monday,20,21,01:17,01:17,402.08333333333337
2024-05-21,6.099166666666667,2024-05-21 01:54:03+03:00,2024-05-21 01:54:03+03:00,1,2024,5,May,Tuesday,21,21,01:54,01:54,365.95000000000005
2024-05-22,6.488333333333333,2024-05-22 01:30:42+03:00,2024-05-22 01:30:42+03:00,1,2024,5,May,Wednesday,22,21,01:30,01:30,389.3
2024-05-23,5.649444444444445,2024-05-23 02:21:02+03:00,2024-05-23 02:21:02+03:00,1,2024,5,May,Thursday,23,21,02:21,02:21,338.9666666666667
2024-05-24,6.705277777777778,2024-05-24 01:17:41+03:00,2024-05-24 01:17:41+03:00,1,2024,5,May,Friday,24,21,01:17,01:17,402.31666666666666
2024-05-27,6.711666666666667,2024-05-27 01:17:20+03:00,2024-05-27 01:17:20+03:00,1,2024,5,May,Monday,27,22,01:17,01:17,402.7
2024-05-28,5.8405555555555555,2024-05-28 02:09:35+03:00,2024-05-28 02:09:35+03:00,1,2024,5,May,Tuesday,28,22,02:09,02:09,350.43333333333334
2024-05-29,5.585555555555555,2024-05-29 02:12:33+03:00,2024-05-29 03:09:20+03:00,3,2024,5,May,Wednesday,29,22,02:12,03:09,335.13333333333327
2024-05-30,5.403888888888889,2024-05-30 02:26:07+03:00,2024-05-30 02:26:07+03:00,1,2024,5,May,Thursday,30,22,02:26,02:26,324.23333333333335
2024-05-31,5.763333333333334,2024-05-31 02:08:28+03:00,2024-05-31 02:56:33+03:00,3,2024,5,May,Friday,31,22,02:08,02:56,345.8
2024-06-03,6.628888888888889,2024-06-03 01:22:16+03:00,2024-06-03 01:22:16+03:00,1,2024,6,June,Monday,3,23,01:22,01:22,397.7333333333333
2024-06-04,5.314166666666667,2024-06-04 02:11:07+03:00,2024-06-04 03:00:19+03:00,2,2024,6,June,Tuesday,4,23,02:11,03:00,318.85
2024-06-05,5.549722222222222,2024-06-05 02:09:51+03:00,2024-06-05 04:30:32+03:00,5,2024,6,June,Wednesday,5,23,02:09,04:30,332.98333333333335
2024-06-06,6.365833333333334,2024-06-06 01:38:03+03:00,2024-06-06 01:38:03+03:00,1,2024,6,June,Thursday,6,23,01:38,01:38,381.95000000000005
2024-06-07,4.7575,2024-06-07 02:06:29+03:00,2024-06-07 03:40:14+03:00,2,2024,6,June,Friday,7,23,02:06,03:40,285.45000000000005
2024-06-10,5.877222222222223,2024-06-10 02:07:08+03:00,2024-06-10 04:15:55+03:00,3,2024,6,June,Monday,10,24,02:07,04:15,352.6333333333333
2024-06-11,5.422777777777778,2024-06-11 02:22:58+03:00,2024-06-11 04:01:34+03:00,3,2024,6,June,Tuesday,11,24,02:22,04:01,325.3666666666667
2024-06-12,5.638611111111111,2024-06-12 02:06:57+03:00,2024-06-12 03:30:47+03:00,3,2024,6,June,Wednesday,12,24,02:06,03:30,338.3166666666666
2024-06-13,5.758055555555556,2024-06-13 02:14:31+03:00,2024-06-13 02:14:31+03:00,1,2024,6,June,Thursday,13,24,02:14,02:14,345.48333333333335
2024-06-14,6.349722222222222,2024-06-14 01:38:58+03:00,2024-06-14 07:27:41+03:00,2,2024,6,June,Friday,14,24,01:38,07:27,380.9833333333333
2024-06-17,6.556111111111111,2024-06-17 01:26:40+03:00,2024-06-17 01:26:40+03:00,1,2024,6,June,Monday,17,25,01:26,01:26,393.3666666666667
2024-06-18,5.828611111111112,2024-06-18 02:03:43+03:00,2024-06-18 02:26:48+03:00,2,2024,6,June,Tuesday,18,25,02:03,02:26,349.7166666666667
2024-06-19,2.8308333333333335,2024-06-19 04:12:32+03:00,2024-06-19 06:30:24+03:00,3,2024,6,June,Wednesday,19,25,04:12,06:30,169.85000000000002
2024-06-20,5.329722222222222,2024-06-20 00:55:00+03:00,2024-06-20 07:27:42+03:00,6,2024,6,June,Thursday,20,25,00:55,07:27,319.78333333333336
2024-06-21,7.067222222222222,2024-06-21 01:55:00+03:00,2024-06-21 07:33:29+03:00,2,2024,6,June,Friday,21,25,01:55,07:33,424.0333333333333
2024-06-24,6.302777777777777,2024-06-24 01:55:00+03:00,2024-06-24 08:43:42+03:00,3,2024,6,June,Monday,24,26,01:55,08:43,378.16666666666663
2024-06-25,6.1305555555555555,2024-06-25 01:55:00+03:00,2024-06-25 07:33:23+03:00,2,2024,6,June,Tuesday,25,26,01:55,07:33,367.8333333333333
2024-06-26,6.261388888888889,2024-06-26 02:43:48+03:00,2024-06-26 08:20:04+03:00,2,2024,6,June,Wednesday,26,26,02:43,08:20,375.68333333333334
2024-06-27,6.325277777777778,2024-06-27 02:40:29+03:00,2024-06-27 02:40:29+03:00,1,2024,6,June,Thursday,27,26,02:40,02:40,379.51666666666665
2024-06-28,2.4094444444444445,2024-06-28 05:35:27+03:00,2024-06-28 05:35:27+03:00,1,2024,6,June,Friday,28,26,05:35,05:35,144.56666666666666
2024-07-01,5.133333333333333,2024-07-01 00:55:00+03:00,2024-07-01 07:20:15+03:00,2,2024,7,July,Monday,1,27,00:55,07:20,308.0
2024-07-02,5.370833333333333,2024-07-02 00:55:00+03:00,2024-07-02 07:43:20+03:00,3,2024,7,July,Tuesday,2,27,00:55,07:43,322.24999999999994
2024-07-03,6.097777777777778,2024-07-03 00:55:00+03:00,2024-07-03 07:37:40+03:00,3,2024,7,July,Wednesday,3,27,00:55,07:37,365.8666666666667
2024-07-04,7.083333333333333,2024-07-04 00:55:00+03:00,2024-07-04 00:55:00+03:00,1,2024,7,July,Thursday,4,27,00:55,00:55,425.0
2024-07-05,6.676111111111111,2024-07-05 01:19:26+03:00,2024-07-05 01:19:26+03:00,1,2024,7,July,Friday,5,27,01:19,01:19,400.56666666666666
2024-07-08,5.636666666666667,2024-07-08 02:21:00+03:00,2024-07-08 06:28:56+03:00,2,2024,7,July,Monday,8,28,02:21,06:28,338.2
2024-07-09,5.796944444444445,2024-07-09 02:12:11+03:00,2024-07-09 02:12:11+03:00,1,2024,7,July,Tuesday,9,28,02:12,02:12,347.81666666666666
2024-07-10,5.479444444444445,2024-07-10 00:55:00+03:00,2024-07-10 07:32:38+03:00,3,2024,7,July,Wednesday,10,28,00:55,07:32,328.7666666666667
2024-07-11,5.585,2024-07-11 00:55:00+03:00,2024-07-11 06:37:28+03:00,3,2024,7,July,Thursday,11,28,00:55,06:37,335.1
2024-07-12,7.083611111111111,2024-07-12 00:55:00+03:00,2024-07-12 00:55:00+03:00,1,2024,7,July,Friday,12,28,00:55,00:55,425.01666666666665
2024-07-15,5.899444444444445,2024-07-15 02:06:03+03:00,2024-07-15 02:06:03+03:00,1,2024,7,July,Monday,15,29,02:06,02:06,353.9666666666667
2024-07-16,6.648055555555556,2024-07-16 01:01:38+03:00,2024-07-16 01:01:38+03:00,1,2024,7,July,Tuesday,16,29,01:01,01:01,398.8833333333333
2024-07-17,5.889166666666666,2024-07-17 02:06:34+03:00,2024-07-17 03:22:12+03:00,2,2024,7,July,Wednesday,17,29,02:06,03:22,353.34999999999997
2024-07-18,4.838611111111111,2024-07-18 00:55:00+03:00,2024-07-18 00:55:00+03:00,1,2024,7,July,Thursday,18,29,00:55,00:55,290.31666666666666
2024-07-19,4.7958333333333325,2024-07-19 02:37:17+03:00,2024-07-19 04:34:10+03:00,3,2024,7,July,Friday,19,29,02:37,04:34,287.74999999999994
2024-07-22,5.4719444444444445,2024-07-22 00:55:00+03:00,2024-07-22 07:05:42+03:00,2,2024,7,July,Monday,22,30,00:55,07:05,328.31666666666666
2024-07-23,5.363055555555556,2024-07-23 00:55:00+03:00,2024-07-23 06:41:24+03:00,2,2024,7,July,Tuesday,23,30,00:55,06:41,321.78333333333336
2024-07-24,5.580277777777778,2024-07-24 02:25:12+03:00,2024-07-24 02:25:12+03:00,1,2024,7,July,Wednesday,24,30,02:25,02:25,334.81666666666666
2024-07-25,5.651944444444444,2024-07-25 02:19:52+03:00,2024-07-25 03:41:15+03:00,2,2024,7,July,Thursday,25,30,02:19,03:41,339.1166666666667
2024-07-26,5.716388888888889,2024-07-26 02:17:01+03:00,2024-07-26 02:17:01+03:00,1,2024,7,July,Friday,26,30,02:17,02:17,342.98333333333335
2024-07-29,5.052777777777778,2024-07-29 00:55:00+03:00,2024-07-29 00:55:00+03:00,1,2024,7,July,Monday,29,31,00:55,00:55,303.1666666666667
2024-07-30,7.083333333333333,2024-07-30 00:55:00+03:00,2024-07-30 00:55:00+03:00,1,2024,7,July,Tuesday,30,31,00:55,00:55,425.0
2024-07-31,7.083333333333333,2024-07-31 00:55:00+03:00,2024-07-31 00:55:00+03:00,1,2024,7,July,Wednesday,31,31,00:55,00:55,425.0
2024-08-01,4.411111111111111,2024-08-01 02:03:24+03:00,2024-08-01 06:31:56+03:00,2,2024,8,August,Thursday,1,31,02:03,06:31,264.6666666666667
2024-08-02,7.083333333333333,2024-08-02 00:55:00+03:00,2024-08-02 00:55:00+03:00,1,2024,8,August,Friday,2,31,00:55,00:55,425.0
2024-08-05,6.201944444444444,2024-08-05 01:47:54+03:00,2024-08-05 01:47:54+03:00,1,2024,8,August,Monday,5,32,01:47,01:47,372.1166666666666
2024-08-06,6.759166666666666,2024-08-06 01:14:27+03:00,2024-08-06 01:14:27+03:00,1,2024,8,August,Tuesday,6,32,01:14,01:14,405.54999999999995
2024-08-07,7.083333333333333,2024-08-07 00:55:00+03:00,2024-08-07 00:55:00+03:00,1,2024,8,August,Wednesday,7,32,00:55,00:55,425.0
2024-08-08,7.083888888888889,2024-08-08 00:55:00+03:00,2024-08-08 00:55:00+03:00,1,2024,8,August,Thursday,8,32,00:55,00:55,425.0333333333333
